,words,cos_sim_scores,sim_score
0,lesbian,0.26761624217033386,0.8044219017028809
1,gay,0.16902396082878113,0.6334435343742371
2,bisexual,0.3302534222602844,0.9130469560623169
3,transgender,0.3037158250808716,0.8670255541801453
4,tran,-0.013856117613613605,0.3162936568260193
5,queer,0.34178322553634644,0.9330419301986694
6,lgbt,0.1513034552335739,0.6027126908302307
7,lgbtq,0.27088800072669983,0.8100957274436951
8,homosexual,0.3803936541080475,1.0
9,woman,0.10842736810445786,0.5283571481704712
10,female,0.15918877720832825,0.6163874268531799
11,girl,0.21484851837158203,0.7129122614860535
12,wife,-0.10569284856319427,0.15703077614307404
13,sister,-0.11688896268606186,0.13761451840400696
14,daughter,-0.071210578083992,0.21682977676391602
15,mother,-0.04161529615521431,0.2681538164615631
16,african,-0.19624246656894684,0.0
17,asian,-0.18443970382213593,0.020468302071094513
18,black,-0.039685167372226715,0.27150100469589233
19,hispanic,-0.0484674833714962,0.25627076625823975
20,latin,-0.0697150006890297,0.21942339837551117
21,mexican,-0.14397510886192322,0.09064183384180069
22,indian,-0.13349729776382446,0.10881241410970688
23,arab,-0.17827431857585907,0.03116028755903244
